gene	E003	E004	E005	E006	E007	E008	E017	E021	E022	E028	E029	E032	E033	E034	E046	E050	E051	E055	E056	E057	E059	E080	E081	E082	E083	E084	E085	E086	E088	E089	E090	E091	E092	E093	E094	E097	E098	E100	E109	E114	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128
ENSG00000000419	5	3	4	5	11	3	10	15	15	4	2	12	8	11	5	4	7	10	6	7	4	8	9	11	5	3	3	12	5	7	6	15	6	4	1	12	6	11	7	10	5	1	17	4	4	13	3	10	3	9	6	39	10
ENSG00000000457	5	9	6	6	4	2	8	2	4	7	3	13	9	19	12	10	8	11	8	6	1	5	5	7	4	12	11	6	8	1	3	6	8	7	4	5	7	5	8	5	9	3	2	5	9	11	5	4	6	7	6	3	10
ENSG00000000460	3	9	10	6	3	3	6	5	7	7	3	6	2	4	3	7	2	5	5	3	5	3	2	2	3	4	6	6	8	3	4	11	4	4	4	3	3	2	3	8	5	3	1	4	6	8	11	6	3	7	4	7	8
ENSG00000000938	18	18	7	14	17	12	10	26	20	10	39	47	36	58	38	25	29	17	18	10	8	16	8	8	16	8	6	18	19	17	20	24	22	47	3	24	14	28	11	11	30	6	11	8	6	14	11	16	46	5	17	13	9
ENSG00000000971	3	3	0	3	1	2	2	2	4	1	0	0	1	3	3	4	3	4	2	2	2	2	2	3	2	1	1	3	2	14	16	1	2	3	1	11	2	6	2	4	1	5	0	1	7	11	5	4	1	2	2	1	2
ENSG00000001036	11	4	7	5	10	6	10	17	13	2	8	14	14	18	7	8	10	10	7	7	3	19	7	15	24	10	6	12	14	10	6	11	7	19	4	14	6	6	9	5	7	2	12	4	5	10	5	13	8	6	9	9	4
ENSG00000001084	12	16	8	8	5	11	11	17	9	6	5	14	5	13	5	10	13	7	8	11	6	12	3	7	14	9	7	6	11	7	7	6	8	10	8	9	9	6	11	12	5	4	5	8	6	5	5	10	8	7	10	12	10
ENSG00000001167	4	12	5	6	8	3	9	6	8	3	6	8	7	12	9	9	7	8	9	8	5	11	5	8	31	24	17	8	9	12	10	17	15	14	14	9	12	19	16	5	4	3	14	4	17	15	7	11	5	8	10	11	8
ENSG00000001460	11	10	7	21	8	9	20	8	7	17	17	15	17	19	16	13	17	24	20	19	12	8	10	9	11	17	10	11	13	9	10	21	18	14	15	11	13	9	19	15	9	9	8	20	15	22	16	14	13	19	27	20	20
ENSG00000001461	7	6	7	10	6	6	15	9	7	10	11	7	9	10	8	8	11	17	15	8	11	6	10	7	10	18	10	8	9	7	9	13	14	6	12	8	10	9	18	9	5	5	7	10	9	12	7	15	8	12	16	15	13
ENSG00000001561	4	4	1	1	2	2	1	5	4	2	4	10	6	5	11	4	3	1	1	1	1	3	2	2	5	7	5	5	6	2	1	5	5	6	3	3	4	6	6	1	8	0	1	2	5	6	2	1	3	1	3	0	1
ENSG00000001626	8	4	2	7	7	4	4	13	8	0	0	0	2	0	0	7	2	0	0	1	3	0	3	7	12	29	18	14	5	1	0	8	6	7	5	2	23	1	28	5	4	7	1	1	0	2	0	0	1	0	0	4	0
ENSG00000001629	2	5	7	9	4	1	16	10	14	6	6	5	2	9	6	7	7	9	13	10	6	7	9	11	5	6	7	15	6	7	5	4	5	8	5	9	9	10	10	6	9	6	4	8	4	9	7	12	8	8	10	20	9
ENSG00000001630	4	3	5	12	5	2	6	11	8	2	6	8	7	6	5	6	7	3	6	5	5	14	2	6	5	8	8	17	8	4	6	2	6	5	10	10	7	4	9	5	11	5	4	8	6	8	5	9	2	8	6	49	8
ENSG00000002016	10	7	8	15	11	8	13	22	25	7	8	12	15	26	13	11	8	12	9	9	5	18	8	11	13	11	12	17	17	10	6	22	8	14	8	16	11	13	12	17	11	11	10	9	12	13	9	14	16	9	10	35	11
ENSG00000002330	37	13	14	17	44	21	20	53	54	15	26	71	43	63	35	34	34	33	29	14	17	26	28	23	22	19	20	58	22	28	30	59	38	32	16	78	29	46	33	41	14	22	23	16	17	25	15	21	32	19	30	26	17
ENSG00000002549	4	5	3	3	1	2	4	3	6	4	6	6	4	7	6	4	7	10	9	3	4	8	4	5	6	10	8	8	6	4	4	6	4	6	2	5	6	9	6	2	16	3	9	2	7	6	9	7	7	5	10	4	4
ENSG00000002587	7	15	6	4	8	6	2	9	9	11	6	12	8	2	3	5	4	1	0	11	7	11	14	17	13	11	7	3	16	7	10	5	10	14	4	40	4	2	12	2	5	2	0	11	3	4	6	1	4	6	0	12	6
ENSG00000002726	7	2	11	1	7	3	3	14	18	3	2	3	3	3	1	7	4	1	0	2	1	3	2	1	14	12	10	17	4	4	4	10	7	4	2	10	6	4	19	2	1	1	3	4	4	2	0	6	12	2	7	3	1
ENSG00000002745	3	10	5	10	10	2	13	12	12	5	0	28	12	2	4	9	9	27	17	7	8	10	10	17	10	7	5	21	14	12	13	8	15	5	4	4	7	2	13	2	4	7	3	9	16	17	3	9	2	14	21	12	11
ENSG00000002746	17	15	3	11	16	12	10	36	28	2	1	5	1	1	4	6	4	21	16	7	5	7	9	20	6	2	1	22	9	11	11	6	7	5	2	10	7	1	3	6	11	0	3	4	6	13	3	13	5	11	14	9	10
ENSG00000002822	16	14	5	11	18	10	14	29	43	9	15	46	20	24	21	18	22	27	21	14	15	12	5	8	12	9	9	37	17	25	26	26	9	21	4	28	11	45	13	20	29	12	17	11	6	20	8	13	21	15	20	14	11
ENSG00000002834	22	23	23	23	36	18	41	47	52	19	19	38	39	70	41	26	31	36	33	14	16	31	22	26	38	28	19	48	28	36	26	47	32	41	26	50	35	35	33	56	33	16	33	22	34	48	21	19	29	30	24	57	33
ENSG00000002919	11	10	3	13	12	7	7	21	19	5	7	33	24	31	16	14	17	12	9	6	8	10	9	16	4	8	9	17	9	16	17	13	8	15	6	15	11	14	11	21	33	6	9	6	9	9	11	7	13	4	17	15	4
ENSG00000002933	11	3	6	6	12	5	4	19	25	2	14	4	4	9	7	17	11	3	2	2	0	3	3	7	29	15	19	24	15	30	20	14	19	11	9	23	14	16	29	0	5	0	3	2	2	6	0	9	18	1	13	2	2
ENSG00000003056	6	3	3	3	5	6	3	22	22	3	4	12	13	32	15	8	8	7	6	2	5	8	4	6	4	3	3	11	4	4	7	7	4	25	4	6	5	9	14	8	8	4	6	6	4	6	5	8	9	4	5	14	5
ENSG00000003137	25	19	5	12	24	13	7	28	27	7	3	8	4	6	2	14	8	15	12	10	5	13	15	20	16	14	9	23	23	23	27	23	21	9	5	20	5	16	15	33	2	10	19	11	8	16	2	1	1	7	24	5	8
ENSG00000003147	7	11	9	5	9	5	2	20	17	4	2	4	3	1	5	6	8	5	5	6	6	12	8	12	26	7	8	8	12	8	7	13	9	10	9	3	16	4	11	4	3	6	1	4	1	3	7	15	14	3	6	4	3
ENSG00000003249	27	14	16	13	28	17	20	44	47	5	9	57	33	33	14	28	29	18	17	9	22	16	15	18	18	8	11	34	19	20	19	29	18	28	6	30	16	44	15	29	14	13	44	11	8	24	11	13	25	20	12	12	11
ENSG00000003393	6	12	8	11	6	5	12	4	6	11	4	4	5	4	7	14	10	13	14	10	9	8	5	7	18	15	10	10	4	5	2	5	5	3	3	8	5	6	9	8	3	4	4	11	19	16	7	10	2	14	13	20	12
ENSG00000003400	3	4	2	3	2	5	4	4	6	3	8	11	9	22	11	22	17	10	7	3	4	10	1	1	4	15	12	4	7	5	6	4	8	12	8	9	9	13	19	7	8	2	13	5	5	7	8	10	7	2	9	5	3
ENSG00000003402	7	24	20	24	4	9	19	10	14	28	23	23	23	46	30	24	20	27	22	16	11	32	14	8	28	26	22	16	24	10	17	38	25	21	20	18	20	50	27	40	20	9	16	18	29	26	25	28	25	19	27	29	25
ENSG00000003436	5	14	9	15	8	5	12	11	11	4	3	1	1	2	2	11	12	11	10	6	4	7	4	4	13	9	9	7	16	12	18	21	6	4	5	10	8	17	9	33	2	11	15	4	26	24	29	35	3	11	13	4	13
ENSG00000003509	2	8	3	4	4	5	5	4	4	6	2	3	5	6	3	3	3	5	7	5	6	7	3	2	6	5	6	5	6	7	5	4	4	5	1	5	3	5	6	10	6	4	4	2	4	5	8	7	4	5	5	2	5
ENSG00000003987	3	6	4	4	5	2	12	12	12	2	1	1	2	0	1	2	2	9	4	1	4	4	4	9	8	4	5	8	14	17	21	21	8	4	1	15	4	8	8	9	2	3	14	0	5	5	5	3	2	4	1	5	3
ENSG00000004059	15	10	10	13	8	6	13	18	20	4	13	18	14	27	11	18	17	14	16	10	14	12	11	10	11	6	8	27	13	13	15	24	8	21	9	19	13	20	12	9	17	3	12	10	9	12	11	10	15	12	13	13	10
ENSG00000004139	15	18	10	11	20	14	16	29	25	9	10	30	25	39	20	17	23	16	13	18	11	16	7	19	15	21	16	33	17	14	15	22	15	19	8	22	31	31	18	25	17	8	16	8	7	11	12	13	16	10	9	19	10
ENSG00000004399	30	29	18	31	21	27	27	35	34	5	31	10	11	20	15	29	23	33	30	6	22	37	11	7	35	19	11	51	41	43	51	42	45	45	8	45	26	41	10	25	3	14	27	5	29	35	38	17	22	20	33	7	25
ENSG00000004455	8	9	7	9	5	2	10	7	6	9	15	11	5	8	12	10	12	12	12	8	6	7	3	5	10	18	11	15	7	9	10	13	7	7	9	4	8	15	15	7	15	7	10	6	17	22	3	12	19	9	10	17	15
ENSG00000004468	4	2	0	2	5	4	1	7	7	8	9	10	14	17	11	11	12	5	3	7	3	4	6	6	6	4	3	5	9	8	8	4	7	23	2	2	2	8	9	7	8	1	1	4	2	4	3	3	9	3	2	1	4
ENSG00000004478	13	14	8	15	20	9	20	32	35	9	6	24	20	29	13	22	21	19	19	9	9	11	15	19	23	14	15	28	18	19	14	26	16	18	16	39	20	22	20	22	17	5	8	14	10	14	13	19	18	12	12	18	11
ENSG00000004487	6	9	4	6	9	7	5	7	11	5	10	6	5	10	6	3	4	6	5	7	5	9	5	8	4	8	5	7	9	4	5	4	6	3	1	9	4	4	8	5	16	9	3	3	7	8	6	19	11	9	7	5	11
ENSG00000004534	6	12	6	7	5	4	8	6	8	6	6	13	11	10	5	6	5	8	10	5	4	11	5	9	5	11	8	8	10	5	5	13	7	3	5	14	3	7	13	9	14	6	6	6	6	7	7	8	5	7	7	8	6
ENSG00000004660	22	13	3	15	21	11	18	43	42	5	20	62	34	34	18	28	35	19	21	10	6	23	18	18	39	15	16	37	22	47	46	31	20	37	13	47	39	39	22	38	11	17	15	9	18	28	10	8	37	17	17	20	17
ENSG00000004700	3	1	4	6	5	1	4	4	8	1	2	10	6	12	9	2	3	4	5	4	6	5	4	7	7	2	5	6	9	5	6	3	3	5	2	5	9	7	3	2	12	3	1	3	2	5	6	5	5	3	5	11	4
ENSG00000004766	4	6	7	5	10	5	7	8	13	3	8	10	12	9	9	13	10	6	4	3	5	5	9	11	4	11	4	16	6	6	8	5	4	9	4	3	11	5	12	10	5	5	5	6	5	5	7	14	11	6	5	10	6
ENSG00000004776	24	16	21	17	31	17	23	42	36	11	25	63	37	52	31	25	38	32	32	10	16	18	19	26	19	16	15	47	25	39	34	44	23	30	14	79	35	54	19	73	16	11	25	12	14	19	10	15	27	15	23	30	18
ENSG00000004777	21	14	14	10	26	16	16	36	38	5	13	40	22	28	9	13	17	14	13	4	12	13	18	22	14	12	8	36	15	16	18	24	10	23	8	36	19	27	16	52	5	5	32	8	10	10	6	7	15	7	12	16	8
ENSG00000004779	4	6	6	10	8	3	10	9	11	1	6	10	10	7	5	6	5	12	10	5	5	11	3	6	11	9	8	8	7	6	4	7	6	5	2	7	5	19	5	13	10	3	8	3	9	10	6	7	7	8	6	10	6
ENSG00000004799	4	8	5	10	6	3	6	10	9	3	5	12	2	0	8	9	11	9	11	3	9	23	5	6	25	13	10	22	25	14	15	33	14	7	12	48	55	30	28	16	7	25	9	5	7	13	10	3	12	7	14	3	4
ENSG00000004809	2	3	6	1	1	2	5	3	5	6	5	4	1	0	2	6	8	8	9	4	3	2	0	0	0	4	0	10	5	4	4	17	4	6	3	3	3	1	1	2	1	3	0	4	6	5	2	3	7	2	6	6	4
ENSG00000004838	19	15	8	13	24	12	22	19	20	11	28	60	34	58	33	19	33	25	21	14	17	22	11	14	23	19	16	26	17	28	38	34	31	27	19	64	32	68	32	10	26	13	12	12	16	22	18	16	21	13	25	23	19
ENSG00000004846	6	6	3	4	8	8	2	14	12	4	7	5	3	4	3	6	8	5	3	3	42	7	4	7	3	5	3	7	2	5	4	8	2	6	1	3	6	4	1	7	2	4	2	6	5	3	6	2	5	6	4	5	9
ENSG00000004864	2	11	12	7	8	5	10	16	17	9	18	12	11	13	9	10	12	7	8	8	9	7	13	16	17	15	14	15	14	6	10	14	16	14	14	8	11	24	19	6	11	6	15	15	16	11	12	15	7	6	10	22	7
ENSG00000004897	10	13	10	12	19	10	14	18	14	8	13	33	20	30	17	19	21	17	15	9	9	12	18	13	31	11	8	22	9	19	22	20	10	21	9	18	10	19	18	15	15	5	10	9	19	20	8	36	12	16	12	21	14
ENSG00000004939	15	3	2	5	18	7	7	21	36	0	6	12	15	18	10	13	13	8	3	1	3	10	3	0	3	1	1	19	3	11	7	20	2	9	3	8	3	15	1	28	7	6	15	4	7	11	2	24	11	5	5	4	4
ENSG00000004948	14	19	11	2	12	9	2	18	16	4	3	8	4	0	3	9	9	3	3	6	7	3	4	8	3	0	1	6	2	9	10	7	7	4	3	1	9	2	3	8	2	4	3	6	6	11	2	6	8	3	2	6	2
ENSG00000004975	28	26	27	37	44	15	30	47	44	18	32	56	57	60	35	36	47	50	36	16	19	41	27	30	35	32	33	61	37	49	48	68	32	39	26	92	55	66	36	54	40	14	26	19	32	41	25	27	40	27	33	54	31
ENSG00000005001	16	10	6	8	14	12	11	31	29	11	14	26	16	51	22	12	12	10	14	11	9	8	4	5	6	6	10	20	8	7	6	20	15	11	13	17	10	21	11	23	8	14	13	14	5	8	3	14	7	8	7	24	7
ENSG00000005007	7	5	6	17	9	9	19	24	27	9	8	32	21	39	17	15	11	17	22	9	8	22	4	5	14	12	14	31	18	14	14	29	15	16	8	44	27	33	22	5	21	7	11	13	10	23	11	13	17	12	20	14	15
ENSG00000005020	9	9	9	7	16	6	14	11	16	17	10	25	12	6	13	23	19	10	11	17	6	23	9	25	12	10	17	32	38	31	25	9	31	13	6	9	11	8	7	11	2	4	4	22	7	8	15	10	10	5	11	26	5
ENSG00000005059	7	5	6	7	5	5	6	6	8	5	5	6	7	12	5	9	9	7	8	5	5	5	8	9	4	6	3	6	6	7	9	9	4	4	2	6	5	4	6	5	3	4	2	3	9	8	10	9	9	5	9	8	6
ENSG00000005073	67	64	11	43	105	68	15	105	69	9	35	83	62	118	68	77	84	52	50	22	22	31	37	58	59	25	66	94	69	80	57	73	84	68	5	35	19	50	16	26	3	34	26	12	62	48	50	6	65	3	49	28	4
ENSG00000005075	9	5	2	9	13	5	12	21	16	5	10	28	15	23	10	13	21	12	11	5	7	20	9	9	18	8	6	26	14	11	19	19	12	20	3	34	12	30	14	16	24	9	10	6	6	10	5	9	9	7	7	9	4
ENSG00000005100	8	6	4	8	6	4	11	16	15	4	10	20	14	22	10	7	6	12	11	3	8	9	5	6	4	6	5	19	4	5	11	7	6	9	3	18	6	17	7	21	19	3	9	5	4	11	7	6	11	8	7	14	8
ENSG00000005102	31	18	28	11	36	22	18	44	49	12	9	10	11	24	14	17	10	13	14	16	7	6	15	14	27	21	16	52	33	40	51	37	24	29	4	18	12	14	14	23	21	20	18	12	14	26	6	7	19	14	16	18	14
ENSG00000005108	8	8	1	10	8	5	2	13	9	3	0	1	0	0	0	10	7	6	8	6	6	11	19	28	13	3	2	18	24	10	7	11	7	6	3	7	6	4	13	24	2	1	1	3	4	6	12	1	0	10	4	3	14
ENSG00000005156	7	10	8	8	12	5	13	14	21	6	8	18	15	29	18	12	12	11	12	12	8	18	8	15	9	12	11	17	11	11	15	11	12	14	8	13	14	19	11	23	23	7	6	6	14	16	11	16	13	11	13	18	14
ENSG00000005175	13	14	6	8	13	6	14	18	23	8	16	22	20	29	20	16	20	14	12	9	7	11	10	8	15	7	8	33	14	19	15	29	10	21	8	47	14	24	14	15	22	6	9	13	11	12	6	29	15	11	14	19	12
ENSG00000005187	3	3	4	3	5	3	5	7	8	3	8	9	5	7	6	9	6	3	3	4	5	8	1	2	6	8	2	13	9	3	2	12	2	3	4	17	8	5	6	4	3	2	11	6	5	4	6	48	9	5	4	5	3
ENSG00000005189	2	2	8	4	7	3	10	12	12	3	6	9	6	9	7	11	10	7	8	9	6	7	8	11	6	8	9	10	8	3	4	7	7	12	10	14	12	9	7	5	10	3	13	5	7	6	10	36	6	5	7	9	8
ENSG00000005194	8	7	9	8	8	4	10	14	11	3	9	12	21	22	7	6	7	10	11	5	4	13	7	9	10	10	8	22	9	5	9	12	7	13	7	8	9	18	13	10	12	5	8	5	10	7	8	12	7	11	8	13	8
ENSG00000005238	22	15	10	12	23	13	25	25	23	9	19	38	30	34	22	23	21	23	19	10	8	20	14	17	21	16	12	29	18	21	23	19	13	25	23	41	21	43	17	25	15	10	15	14	16	18	21	20	16	17	20	31	21
ENSG00000005243	28	22	19	27	27	19	29	48	37	14	12	30	29	32	22	21	18	35	28	20	25	28	18	27	28	21	22	42	24	26	35	23	24	28	19	36	35	37	24	41	27	12	29	21	22	27	14	26	22	26	30	35	22
ENSG00000005249	7	9	6	24	10	6	12	15	18	5	14	12	4	14	4	20	15	8	9	4	12	25	11	16	26	4	3	15	12	11	6	9	11	9	1	17	9	6	3	6	2	2	1	7	7	6	13	57	14	10	8	4	9
ENSG00000005421	5	6	7	4	7	4	4	12	12	2	0	4	2	5	9	3	7	6	5	4	9	19	4	10	4	14	14	12	18	8	11	7	6	20	5	11	9	4	12	25	6	5	7	5	11	13	1	7	6	8	9	8	8
ENSG00000005436	2	2	4	2	5	2	3	2	2	1	1	1	1	5	2	2	5	5	7	4	5	9	4	5	3	2	4	7	10	3	3	7	1	3	2	3	3	4	4	9	4	2	3	2	5	5	6	2	2	4	6	1	4
ENSG00000005469	7	9	8	11	18	5	7	7	11	7	2	4	4	11	7	10	11	11	11	9	8	11	7	10	6	18	17	13	11	6	4	17	4	10	3	8	4	6	15	4	7	8	5	11	9	10	14	4	3	13	10	19	15
ENSG00000005471	7	5	6	2	21	4	3	14	17	0	5	13	9	2	8	5	5	8	4	2	8	7	2	11	15	3	1	10	7	6	7	13	5	6	2	1	7	9	7	1	12	0	11	0	6	4	1	1	6	6	9	2	9
ENSG00000005483	7	21	9	23	15	11	16	22	17	17	17	43	30	79	53	23	19	25	26	18	23	27	8	20	29	29	22	30	28	16	29	23	28	25	19	39	19	22	36	18	42	19	7	25	18	24	30	36	19	17	22	70	16
ENSG00000005486	13	9	7	15	18	6	13	36	25	12	16	15	20	24	12	9	6	20	17	12	8	24	10	13	16	12	7	28	16	16	20	20	13	11	9	55	17	25	14	20	12	10	16	14	16	23	10	18	16	17	19	28	24
ENSG00000005700	6	10	5	4	6	4	8	12	6	4	8	3	4	4	3	6	6	8	8	8	6	11	9	9	6	3	3	5	7	5	6	6	3	3	8	11	5	3	5	8	3	8	2	6	6	6	7	12	6	6	6	9	9
ENSG00000005801	14	13	8	4	10	12	7	28	29	5	4	13	5	9	6	3	6	11	10	8	5	3	4	5	6	4	2	10	7	4	5	7	6	10	3	9	7	6	8	13	20	5	2	5	5	6	3	10	6	11	9	12	6
ENSG00000005810	9	14	13	12	11	9	13	25	19	5	14	32	25	33	25	25	27	9	8	11	15	13	7	13	10	9	13	18	14	16	17	13	13	20	7	23	14	20	8	8	28	4	8	9	14	14	15	16	18	13	17	18	17
ENSG00000005812	5	9	5	15	8	3	13	15	13	8	6	13	13	27	11	8	7	10	15	10	10	15	9	15	18	13	9	19	15	16	7	25	6	15	3	24	14	16	15	7	12	4	3	6	9	15	9	9	8	13	15	20	12
ENSG00000005844	5	4	2	5	4	4	6	20	18	7	11	21	22	48	27	21	14	7	5	9	5	1	0	1	1	7	6	18	6	4	7	11	6	33	5	4	8	6	19	8	24	1	16	8	3	5	4	11	16	7	5	7	5
ENSG00000005882	18	16	13	16	37	14	19	32	38	17	12	28	23	24	17	18	11	25	33	28	11	32	21	15	38	21	20	55	25	39	22	31	27	37	12	67	35	65	28	42	13	15	34	28	21	33	7	15	16	13	21	48	11
ENSG00000005884	8	12	8	22	19	5	32	21	38	24	4	8	9	9	12	15	10	35	33	17	18	19	7	15	31	18	18	41	32	27	23	29	26	15	22	53	28	56	17	55	6	24	14	36	28	41	19	9	9	32	21	57	35
ENSG00000005955	13	4	8	16	11	3	17	20	19	8	12	25	15	27	12	10	15	10	11	6	7	6	9	14	9	9	12	9	5	6	9	4	4	11	13	17	15	25	6	14	24	5	4	8	13	10	14	22	14	8	13	55	14
ENSG00000005961	17	13	6	8	20	8	13	39	27	2	4	33	15	29	16	18	18	8	11	4	6	7	5	10	12	8	7	32	15	14	14	21	15	10	2	30	4	25	8	33	10	5	22	3	4	8	3	21	7	6	4	6	4
ENSG00000005981	12	8	15	9	21	14	6	21	15	6	1	8	4	6	6	6	6	11	13	9	4	55	16	24	24	12	13	27	18	14	18	16	11	21	5	9	11	12	8	28	17	12	23	5	15	13	8	5	5	11	6	6	10
ENSG00000006007	11	13	9	13	13	8	12	15	13	10	10	18	17	19	13	14	13	15	8	9	10	11	12	14	13	15	12	20	14	8	9	33	16	15	11	17	15	15	21	16	13	4	17	8	12	12	15	11	17	11	13	16	11
ENSG00000006015	26	15	13	17	37	25	17	46	52	11	23	47	23	55	25	28	22	31	23	9	16	21	17	19	19	7	15	45	34	39	38	37	23	21	8	47	21	58	16	20	26	17	27	12	18	24	11	27	25	11	18	25	14
ENSG00000006016	38	20	12	12	41	32	18	57	54	9	17	50	29	48	22	31	25	24	20	9	13	17	19	24	17	5	12	49	43	40	38	32	28	18	6	31	12	38	10	19	10	15	33	12	16	23	10	18	20	12	13	14	11
ENSG00000006025	11	7	13	12	13	9	11	18	30	10	14	42	19	41	29	22	18	18	14	8	6	17	10	9	17	15	18	37	12	21	7	37	17	18	12	28	24	48	22	32	24	7	25	15	13	21	8	12	17	15	10	17	10
ENSG00000006042	12	14	10	14	20	11	21	31	26	9	3	13	6	6	7	9	11	20	14	13	15	17	15	19	19	25	21	23	26	11	20	24	20	10	14	35	18	15	25	13	10	1	11	15	15	18	9	32	4	16	12	12	14
ENSG00000006047	19	17	9	17	19	13	16	42	39	14	16	51	35	55	36	19	25	19	15	13	10	24	12	12	33	16	19	35	21	31	17	24	18	28	10	40	22	45	19	36	19	9	27	10	9	16	8	19	20	15	10	30	9
ENSG00000006059	1	5	7	6	4	0	7	7	7	10	3	6	13	26	12	2	4	9	7	14	2	2	4	7	1	0	0	13	4	1	1	32	3	5	1	4	4	0	1	4	4	2	2	10	5	7	1	0	9	5	7	12	4
ENSG00000006071	15	4	2	4	24	7	5	26	22	4	0	2	2	3	2	9	8	11	8	6	5	9	10	15	11	11	9	22	9	15	17	9	11	7	3	3	11	13	11	8	0	2	3	4	11	7	3	5	7	6	2	6	1
ENSG00000006074	4	2	2	2	4	3	0	13	8	0	16	12	6	14	25	6	8	1	1	1	6	2	0	1	3	2	3	7	4	4	2	4	4	5	1	1	4	4	7	5	9	0	3	4	3	3	2	2	11	4	1	4	0
ENSG00000006075	7	3	4	2	5	1	0	14	12	2	20	29	15	35	57	18	16	1	1	0	5	4	2	2	5	5	2	8	7	12	11	12	2	7	1	3	10	10	11	1	27	0	3	4	3	2	2	3	22	3	2	2	1
ENSG00000006114	3	3	2	9	2	2	11	11	8	7	3	12	10	23	15	6	5	11	13	8	7	10	2	10	6	7	6	11	3	2	6	6	4	14	3	9	7	13	7	13	6	4	6	11	9	9	7	11	6	9	9	20	10
ENSG00000006116	5	8	4	1	10	4	3	12	10	2	3	9	4	6	9	5	5	1	1	1	5	4	6	12	4	0	2	4	3	2	1	6	3	5	1	2	3	0	3	3	4	9	3	3	3	3	2	2	4	3	0	7	2
ENSG00000006118	18	21	14	15	24	14	24	27	31	13	38	51	31	37	23	22	20	28	18	13	13	29	20	28	25	15	13	39	22	32	29	60	19	38	17	50	31	28	19	20	51	10	17	15	15	33	21	17	51	16	18	23	18
ENSG00000006125	8	7	10	10	13	7	17	18	16	8	11	15	17	24	11	13	17	16	17	8	7	14	10	10	10	15	18	21	19	9	10	14	7	12	8	15	12	19	20	15	8	6	7	13	9	10	10	27	11	14	11	45	10
ENSG00000006128	8	8	2	3	8	4	1	12	10	0	0	1	1	0	1	3	1	5	0	1	6	0	10	12	1	8	3	12	1	3	7	2	6	4	0	0	4	1	3	1	1	0	0	4	0	3	0	1	0	1	2	1	1
ENSG00000006194	10	14	4	10	10	9	11	19	21	9	14	16	13	25	15	10	6	12	11	7	11	17	7	9	12	8	9	11	13	8	7	15	7	6	8	15	10	15	6	25	11	7	19	6	12	11	4	7	17	12	11	12	10
ENSG00000006210	8	5	8	9	17	7	9	20	23	15	11	20	6	8	5	8	11	18	9	12	5	18	10	3	18	23	20	38	22	16	13	16	22	21	10	11	16	10	11	18	24	11	29	15	7	15	12	2	16	17	7	17	13
ENSG00000006282	41	30	19	22	51	31	17	56	49	15	14	52	39	59	30	34	31	34	30	20	14	34	29	32	49	28	27	81	37	52	51	50	52	46	29	95	45	53	31	72	13	15	55	29	9	23	8	17	28	17	21	39	14
ENSG00000006283	39	20	13	18	51	21	15	48	40	10	12	47	37	57	30	28	27	30	25	11	15	27	33	37	40	19	21	74	30	41	47	34	39	40	20	70	34	47	17	59	13	13	41	17	8	17	7	17	29	19	19	25	12
ENSG00000006327	49	23	23	13	47	32	18	71	58	10	38	72	41	62	42	37	49	26	18	9	14	20	13	13	36	35	35	75	38	26	30	62	48	52	27	44	58	51	45	46	17	22	48	17	10	18	18	24	40	13	13	25	19
ENSG00000006377	53	60	35	8	100	46	3	90	56	6	3	18	8	14	6	53	55	14	12	9	22	12	71	83	20	1	4	61	59	31	32	41	50	23	6	21	9	8	7	5	0	1	17	10	7	14	4	1	4	2	10	9	4
ENSG00000006432	14	21	18	11	17	11	10	31	35	12	9	33	20	33	18	13	12	17	17	15	10	18	14	24	21	17	19	30	20	10	17	28	14	13	7	22	9	19	20	13	17	3	12	24	10	22	4	5	12	9	10	23	10
ENSG00000006451	8	21	4	15	10	10	22	20	16	24	11	16	17	29	19	15	15	30	31	22	11	17	4	11	25	17	11	25	23	20	20	7	17	20	14	13	12	16	20	9	21	8	3	17	19	30	32	25	10	18	28	48	21
ENSG00000006453	8	8	13	14	5	7	11	18	19	10	2	14	8	10	7	11	6	18	23	9	8	18	4	5	5	15	16	12	15	11	10	17	19	6	19	5	20	13	24	25	13	11	17	14	6	19	5	10	3	8	11	34	10
ENSG00000006459	7	9	8	11	8	5	11	18	18	8	8	12	13	21	13	10	8	11	8	8	8	6	4	5	14	8	8	9	10	3	10	12	5	6	6	6	10	12	16	8	2	3	8	15	6	10	6	53	12	6	9	12	6
ENSG00000006468	10	10	9	17	18	4	16	15	19	7	4	4	4	18	14	8	9	21	16	4	17	39	10	16	37	10	9	21	27	17	27	10	14	11	8	14	10	12	9	12	3	2	5	25	15	19	9	28	7	21	15	13	15
ENSG00000006530	10	6	6	9	9	7	7	21	20	8	6	10	10	23	14	8	10	9	7	6	8	8	11	15	14	4	4	8	10	6	5	7	3	9	2	3	6	7	2	7	12	2	8	9	8	13	5	21	9	8	12	13	5
ENSG00000006534	30	20	10	19	32	21	22	43	37	13	22	48	33	42	30	27	37	34	26	22	16	22	7	7	24	19	14	51	25	32	21	45	31	33	21	37	30	51	31	53	20	22	37	19	18	26	10	12	31	21	16	27	18
ENSG00000006555	15	8	2	3	7	6	5	15	10	7	9	7	6	19	20	8	5	15	13	6	1	8	4	4	5	25	15	12	12	3	4	8	16	8	12	4	12	3	29	5	10	6	7	7	5	9	2	5	5	2	11	13	1
