gene	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
ENSG00000110442	1	0	1	3	0	1	5	2	1	2	1	1	2	0	1	0	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	3	1	2	3	3	0	4	0	7	0	1	8	13	13	9	8	11	19	9	2	1	1	5	4	4	6	3	5	2	0	1	2	2	7	1	1	0	2	12	10	1	0	2	8	1	3	2	2	3	1	2	1	4	1	2	2	4	1	1	8	1	1	1	1	1
ENSG00000110446	7	1	7	1	4	6	13	5	4	3	2	2	1	0	3	1	5	2	2	10	3	1	3	3	1	2	1	5	1	2	7	3	1	0	1	4	4	0	3	4	3	3	2	5	2	9	3	8	5	6	6	3	6	1	6	4	2	2	2	3	6	7	7	7	9	5	14	9	2	6	5	6	3	4	4	21	9	3	6	1	11	9	0	0	5	0	0	0	1	3	1	1	3	0	2	2	1	1
ENSG00000110448	0	0	0	0	0	2	8	1	0	1	0	0	0	0	0	3	4	0	3	10	13	11	13	9	8	9	15	12	14	14	11	9	7	0	3	1	3	0	10	1	18	0	0	2	5	2	3	1	2	3	1	6	1	0	4	6	2	2	3	1	0	2	1	14	0	0	10	1	0	1	0	7	4	1	0	7	11	0	5	0	22	8	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000110455	2	2	2	2	4	3	4	7	3	2	2	3	1	2	3	3	3	1	1	2	3	1	1	2	1	1	1	1	2	1	1	1	1	3	2	2	4	1	5	5	2	1	3	1	1	1	3	1	3	2	3	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	3	1	2	1	2	1	2	1	1	2	1	2	1	2	1	1	0	1	1	0	1	1	0	1	2	1	1	4	1	1	2
ENSG00000110484	0	0	0	2	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1
ENSG00000110492	12	6	4	4	3	6	14	9	12	9	4	6	13	2	7	4	21	2	7	1	11	5	6	14	3	10	7	9	6	12	7	5	4	2	7	25	30	4	15	11	6	4	1	3	18	18	8	9	9	23	5	8	4	4	8	6	8	11	10	6	8	6	7	7	5	4	10	9	4	6	12	8	10	4	6	25	10	4	14	4	11	17	3	6	3	5	5	3	4	7	4	11	8	5	4	0	4	2
ENSG00000110497	3	4	1	3	2	7	3	2	6	2	3	2	2	1	2	3	4	3	1	2	1	2	1	2	1	2	2	3	3	2	1	1	3	6	7	6	7	4	5	18	2	5	2	3	12	13	11	10	17	13	18	4	3	3	1	6	5	6	2	1	1	1	3	3	2	3	3	12	3	1	5	3	2	6	8	4	4	2	4	1	1	3	1	10	5	3	9	2	3	2	2	4	6	3	3	3	1	5
ENSG00000110514	6	9	7	8	7	15	9	8	8	8	4	7	16	3	8	9	12	5	4	6	5	6	2	6	2	12	4	4	4	5	6	2	8	5	16	18	21	6	11	15	8	5	9	6	11	16	10	7	9	12	8	12	11	5	10	11	6	7	7	10	8	10	8	9	10	18	15	14	7	6	18	10	8	9	17	26	15	8	16	9	12	9	5	9	7	9	7	3	4	4	6	13	16	6	8	4	10	7
ENSG00000110536	7	7	6	7	4	11	7	5	7	6	5	6	11	6	7	4	6	13	8	7	11	5	4	8	5	10	8	8	7	9	7	4	4	8	16	13	15	10	7	15	6	10	7	6	12	14	7	7	10	12	7	8	9	8	6	6	5	5	12	7	8	6	5	7	5	6	16	12	8	6	13	4	6	5	9	13	6	7	6	6	12	8	3	8	7	7	5	6	6	8	3	5	10	6	10	7	6	12
ENSG00000110583	8	8	5	5	6	12	12	4	6	6	3	5	6	4	4	7	13	2	2	5	6	7	5	5	5	4	3	3	8	6	5	4	7	4	5	15	16	5	8	13	2	7	7	4	9	8	10	10	13	17	9	6	9	3	11	7	6	8	10	7	7	6	5	7	5	5	8	13	3	3	12	9	6	5	10	18	13	7	17	6	5	10	3	4	6	4	9	3	2	2	2	9	4	3	4	3	5	4
ENSG00000110619	4	4	7	10	4	5	15	4	7	5	4	6	18	4	9	2	8	7	5	3	3	5	3	2	5	8	8	5	5	8	4	3	5	10	8	24	26	6	14	9	1	14	8	5	15	13	13	10	9	13	10	9	8	3	8	3	9	7	2	5	7	7	5	3	7	9	12	4	6	5	13	6	6	7	7	16	11	9	8	6	5	4	2	6	5	6	1	3	7	6	7	4	11	8	14	5	12	13
ENSG00000110628	8	3	7	5	4	1	15	2	7	9	5	6	15	2	5	1	13	0	4	1	9	5	6	10	6	8	5	7	10	9	5	5	6	2	6	27	34	9	20	21	8	10	9	9	9	12	14	14	8	19	10	14	16	7	15	15	14	12	8	7	17	20	17	8	16	16	23	16	11	9	9	11	11	9	16	42	15	10	16	10	16	7	4	4	4	8	1	8	1	5	4	9	4	7	5	9	6	4
ENSG00000110651	7	9	5	11	3	4	21	8	10	9	13	10	16	7	6	2	13	7	4	13	14	7	8	12	10	14	10	9	8	12	12	7	9	9	12	35	36	15	31	27	9	12	14	13	12	16	16	11	12	19	15	23	19	11	20	8	8	9	26	17	19	7	12	11	11	13	21	21	17	8	23	14	14	15	22	51	20	6	16	7	20	14	4	10	11	2	3	5	13	14	6	5	7	8	10	10	14	12
ENSG00000110660	4	4	14	4	1	6	3	0	4	5	2	4	5	3	3	2	6	1	3	2	4	2	1	2	5	5	5	1	7	4	4	2	3	3	4	4	5	8	1	2	2	2	5	1	3	2	2	3	2	3	3	12	6	5	5	0	1	2	1	4	7	9	3	3	6	2	6	0	2	1	4	8	7	4	2	6	12	3	11	0	5	2	3	0	13	5	1	7	1	1	3	7	5	6	1	4	3	3
ENSG00000110665	0	0	0	0	1	3	9	0	3	0	1	1	8	0	0	2	1	1	4	2	9	6	9	7	5	9	7	11	6	12	7	8	4	2	8	14	13	1	10	3	5	4	4	9	4	6	6	12	2	9	8	13	10	1	14	5	7	10	1	7	10	4	8	2	8	10	18	16	5	3	5	13	14	10	14	36	16	3	17	6	12	11	0	2	1	0	0	0	1	2	1	3	6	0	6	0	2	1
ENSG00000110675	1	0	3	0	0	5	2	0	1	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	0	0	0	2	4	5	3	1	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0
ENSG00000110680	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	2
ENSG00000110693	0	0	0	5	4	1	2	0	6	2	1	2	5	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	5	1	1	0	3	2	10	0	1	1	1	3	6	2	1	3	2	2	3	0	4	0	4	9	8	8	3	6	0	0	2	0	4	0	0	1	1	5	2	2	1	1	1	1	6	2	0	0	0	0	0	0	0	6	0	0	0	0	14	0	2	0	1	2	5
ENSG00000110696	4	3	4	3	3	5	2	2	3	5	2	2	2	1	1	2	3	1	2	1	2	2	1	11	5	13	8	1	4	4	1	2	1	6	7	4	5	2	1	5	3	4	4	1	2	1	2	1	2	3	2	3	1	1	3	1	2	1	5	1	2	1	1	1	3	2	2	3	2	2	6	2	1	1	3	6	3	4	1	1	3	1	1	3	1	1	2	1	1	3	2	1	6	1	3	1	1	2
ENSG00000110697	7	4	4	6	6	4	10	4	2	7	4	6	8	2	3	0	16	3	9	5	5	7	6	11	8	8	9	11	7	6	5	6	6	3	5	16	28	4	21	11	6	2	5	2	8	8	8	8	10	11	8	10	9	4	6	4	4	3	5	5	5	4	4	7	4	3	7	6	5	9	6	8	6	5	7	23	8	2	6	6	10	7	3	10	4	7	4	6	3	5	4	10	9	6	4	5	3	4
ENSG00000110700	2	4	3	5	2	10	5	5	6	11	4	4	2	2	3	1	8	4	3	1	4	1	5	4	3	4	2	2	5	3	2	1	3	5	4	9	4	2	6	9	2	3	3	1	3	4	3	2	2	4	1	3	5	2	3	1	3	2	2	2	1	2	2	2	2	3	1	4	2	3	4	2	2	1	2	6	2	1	2	1	3	2	2	4	1	3	2	2	2	2	2	1	7	3	3	3	2	2
ENSG00000110711	7	4	6	7	3	6	10	1	6	6	4	6	7	3	6	0	19	5	10	7	9	9	7	14	8	9	11	14	9	7	6	7	7	5	6	17	23	7	21	11	10	4	11	5	10	10	8	11	12	14	11	14	11	7	12	5	5	5	4	6	8	6	8	11	8	9	12	7	6	7	11	9	10	5	10	29	14	6	12	8	11	11	3	9	5	9	8	6	6	4	5	12	10	7	5	5	4	5
ENSG00000110717	8	5	8	20	2	1	28	4	12	10	10	7	14	3	5	0	22	6	10	5	6	7	5	7	4	3	5	6	5	8	7	4	7	12	10	32	36	9	35	23	5	10	9	9	14	19	12	12	16	22	12	10	11	8	17	10	7	8	15	9	11	7	11	8	11	6	22	17	18	16	14	12	6	11	14	24	10	8	10	7	9	12	11	5	5	9	9	6	8	8	8	9	18	7	15	10	11	13
ENSG00000110719	8	5	5	15	2	7	28	1	13	10	10	7	11	3	5	3	26	4	6	5	6	9	5	7	4	5	5	6	5	9	4	4	7	8	8	28	33	8	26	23	5	6	6	6	15	15	10	9	16	18	15	5	9	6	9	14	6	7	12	7	8	4	7	8	7	5	18	10	14	11	13	8	3	8	13	20	5	5	5	8	8	9	11	5	5	9	7	5	7	6	7	8	19	6	11	8	10	12
ENSG00000110721	24	14	15	6	5	19	12	2	9	12	8	10	11	5	9	7	15	6	8	4	1	5	1	3	1	3	2	3	2	1	3	4	4	7	9	5	6	4	7	17	2	10	2	9	11	25	16	16	18	16	19	15	14	11	12	18	14	15	16	5	12	7	12	6	19	12	26	19	27	2	10	14	16	15	14	18	15	5	20	9	7	9	7	4	6	10	20	3	3	4	4	6	6	4	2	1	4	5
ENSG00000110723	7	5	13	5	1	8	5	0	5	5	3	5	7	1	5	5	5	2	0	0	1	2	1	2	1	3	2	0	1	2	1	2	1	1	3	12	5	11	1	2	1	1	2	8	1	4	3	1	2	2	1	5	0	2	17	0	2	2	1	0	0	11	4	4	6	1	11	1	2	7	0	4	4	0	0	2	3	1	3	0	5	1	0	0	1	2	0	6	4	7	0	2	2	3	1	9	4	3
ENSG00000110756	4	4	10	8	2	13	4	1	4	6	6	7	6	2	3	3	4	7	4	9	6	11	3	10	7	11	9	8	11	9	6	3	6	7	14	16	19	15	4	22	4	4	18	7	6	7	2	9	2	5	5	2	4	7	13	9	3	5	2	1	1	8	1	4	3	1	10	7	7	4	7	2	3	1	5	7	6	2	14	2	5	8	2	6	9	8	3	7	4	8	1	12	22	5	5	13	2	9
ENSG00000110768	4	4	10	8	2	13	4	2	5	7	6	7	6	2	3	3	4	7	2	9	6	11	3	12	8	16	9	9	11	9	6	4	6	10	14	16	22	15	4	22	4	4	18	7	6	7	2	9	3	5	5	2	4	7	13	9	3	5	2	1	1	8	1	4	3	1	10	7	7	4	7	2	3	1	5	7	3	2	14	2	5	8	2	6	9	8	4	7	4	8	2	12	21	5	5	13	5	9
ENSG00000110777	0	0	2	0	0	0	2	0	2	2	0	1	0	0	0	1	2	0	1	20	4	2	1	5	1	7	6	3	2	2	7	2	0	2	2	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	18	0	2	11	0	6	7	2	0	1	0	6	1	8	0	3	1	7	0	0	24	15	0	0	2	27	0	24	0	4	7	0	6	9	0	6	3	0	0	0	0	0	0	0	0	0	0
ENSG00000110786	2	0	2	1	3	2	4	1	2	4	0	0	2	0	2	1	5	3	0	0	2	1	1	1	1	1	1	0	2	2	1	2	0	2	2	9	7	3	8	3	1	2	2	1	13	29	7	5	13	15	2	1	3	1	2	3	2	1	3	3	3	1	2	0	1	4	2	10	0	2	1	1	2	1	2	5	2	1	1	1	0	2	2	0	1	1	0	1	0	2	1	0	1	3	0	2	0	2
ENSG00000110799	2	2	4	1	2	2	5	0	4	3	0	2	2	0	1	1	5	0	2	3	4	2	3	4	1	2	0	3	1	1	5	2	0	0	4	2	5	0	1	3	2	10	0	7	7	13	6	8	3	13	9	12	1	9	10	8	1	4	0	7	9	5	7	6	7	15	25	2	4	2	18	11	9	5	19	32	12	7	19	8	7	11	0	0	0	9	0	0	1	1	14	1	4	2	0	0	0	1
ENSG00000110801	4	3	2	3	5	2	2	0	2	3	2	3	12	1	2	2	5	4	3	1	1	4	2	4	1	5	1	1	1	2	1	2	5	4	6	18	23	9	5	13	2	2	3	7	8	3	7	2	5	5	6	4	5	3	4	4	6	5	1	1	3	3	4	3	5	2	6	3	3	3	4	5	7	4	2	7	6	1	5	2	3	4	4	4	2	2	7	6	3	1	3	6	10	6	6	4	8	8
ENSG00000110841	2	13	18	16	3	8	3	0	13	7	2	2	13	2	3	4	3	8	1	2	2	1	1	2	1	2	2	2	2	1	1	1	1	14	1	23	16	16	4	8	1	5	27	8	17	10	10	12	13	19	9	6	12	6	8	9	1	1	3	2	1	4	5	5	4	24	19	27	4	14	15	2	7	10	17	27	11	5	10	6	10	8	2	3	5	1	3	5	6	6	2	1	1	10	5	5	6	13
ENSG00000110844	9	6	8	4	5	12	16	0	13	8	2	5	5	3	4	2	9	2	0	4	6	4	3	11	3	14	3	9	6	11	3	2	3	15	4	20	23	10	11	14	2	5	8	2	15	16	15	13	15	17	18	5	8	4	12	13	9	10	5	6	8	8	10	6	7	9	13	26	3	3	12	4	2	6	10	20	9	7	14	15	11	4	3	8	3	4	4	7	2	5	5	3	2	4	2	7	2	5
ENSG00000110848	4	0	1	2	1	3	0	0	2	2	3	2	3	1	1	1	3	0	1	4	17	12	7	13	15	10	16	12	6	16	12	5	5	0	10	1	1	0	0	3	9	1	0	9	0	2	0	4	0	0	1	14	0	8	11	0	2	4	0	0	2	3	2	10	2	0	3	0	0	0	0	12	13	0	1	0	21	2	21	0	27	15	0	13	10	0	0	0	0	0	6	11	7	0	0	0	0	0
ENSG00000110851	2	1	2	7	3	4	0	0	4	3	2	3	4	1	1	1	5	5	4	5	3	4	2	4	4	4	3	6	7	2	3	1	3	4	5	10	14	8	2	14	3	5	6	3	3	3	3	3	3	2	5	1	2	4	4	1	2	3	4	2	3	2	2	1	1	4	5	2	2	1	3	6	5	2	2	3	5	3	5	0	3	2	1	7	3	1	5	3	4	6	6	2	10	6	6	2	7	7
ENSG00000110852	1	0	0	0	0	2	1	0	1	1	1	1	2	0	2	2	0	1	1	4	3	2	1	4	4	4	3	4	3	3	16	3	2	1	1	1	3	5	0	1	3	4	1	4	2	5	2	3	1	3	3	5	2	3	10	4	3	4	0	2	4	3	1	4	2	3	4	3	0	0	4	6	3	5	2	1	6	4	6	1	10	5	3	3	5	6	0	2	3	2	2	6	5	1	4	4	1	1
ENSG00000110871	3	3	3	8	3	7	5	0	2	5	6	4	7	4	7	1	5	5	5	3	7	5	5	6	6	7	10	8	8	3	5	4	3	7	11	23	19	8	6	9	9	7	14	7	11	12	15	10	11	12	12	8	6	6	11	10	4	3	8	5	6	2	7	5	9	7	16	6	12	2	19	7	5	5	12	17	12	6	14	8	8	11	3	7	6	4	6	5	3	4	6	7	12	5	6	7	9	8
ENSG00000110876	11	3	25	16	5	6	6	0	5	8	3	8	19	1	6	4	14	10	6	14	7	10	5	14	7	15	15	11	10	16	13	5	9	10	12	27	33	6	5	11	13	12	7	6	13	24	26	15	17	18	29	22	12	15	17	11	1	6	0	13	21	7	14	18	5	15	29	6	0	21	8	17	18	13	19	22	23	14	25	18	23	23	5	19	11	13	0	3	12	17	6	7	22	12	9	4	11	13
ENSG00000110880	11	11	12	22	10	20	4	0	8	13	12	18	38	9	12	8	12	13	11	5	6	11	2	5	3	5	8	4	5	5	5	2	6	20	17	29	37	16	11	21	3	20	31	9	23	13	17	15	15	13	18	16	27	22	24	16	12	14	8	13	11	13	18	13	9	28	25	33	7	7	35	15	15	23	27	31	21	12	26	19	18	17	11	8	16	5	9	10	13	11	10	11	24	18	28	14	15	20
ENSG00000110881	4	4	3	3	3	1	7	0	4	6	2	4	9	2	2	4	8	5	2	2	3	2	1	8	2	10	4	1	6	1	1	4	2	2	2	22	22	4	13	16	1	2	6	3	17	23	20	18	16	25	18	4	5	5	4	4	3	4	4	3	3	2	8	3	3	4	6	5	2	4	7	10	7	3	3	12	10	2	9	5	6	2	3	8	2	5	10	5	1	4	3	4	3	5	3	5	5	6
ENSG00000110887	8	7	16	8	5	8	6	0	6	8	6	10	21	3	7	2	5	7	9	1	3	5	3	4	3	4	6	4	6	4	3	4	6	9	10	18	22	15	18	21	7	13	18	8	16	20	17	13	13	16	13	14	10	6	14	6	6	8	16	12	13	9	9	9	14	14	23	10	8	5	25	11	8	10	19	26	24	9	15	9	14	18	7	8	12	7	3	6	9	9	5	8	10	10	14	7	10	8
ENSG00000110888	3	4	2	4	1	7	5	0	2	3	3	2	3	1	3	1	3	3	1	2	2	2	1	1	2	2	1	2	2	1	2	2	2	2	1	3	2	2	1	2	2	2	3	2	3	2	2	2	2	3	2	1	2	2	4	7	2	2	1	1	2	2	3	1	2	2	2	2	2	2	2	1	3	3	2	1	2	2	2	2	2	1	2	2	2	3	6	2	2	2	2	8	1	2	2	2	2	4
ENSG00000110900	0	1	0	0	0	5	12	0	5	3	1	0	1	0	1	1	2	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	4	0	2	4	1	2	1	0	2	0	2	0	3	3	4	3	2	5	10	0	12	1	6	3	1	0	5	4	0	8	0	1	0	17	3	0	0	0	10	7	12	1	8	14	1	10	5	0	3	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1
ENSG00000110906	11	12	17	12	3	17	6	0	6	8	11	4	31	9	10	13	18	15	3	2	2	3	1	5	1	7	3	2	3	2	13	2	3	18	4	35	33	8	12	18	2	18	25	12	5	10	4	7	5	9	9	19	20	9	20	8	6	13	7	4	6	6	9	4	8	12	22	22	6	5	10	16	13	15	17	27	23	9	16	18	7	13	2	1	4	3	11	6	9	9	6	4	8	5	20	4	13	22
ENSG00000110911	10	7	15	6	9	9	10	0	4	9	7	7	6	5	5	4	8	5	6	3	5	7	5	8	3	20	5	5	6	6	5	6	7	5	9	7	7	6	11	26	7	9	6	5	17	20	13	17	12	14	21	6	6	7	8	7	8	6	5	6	6	9	6	8	6	7	17	5	10	6	25	4	6	7	14	9	12	7	12	4	17	7	2	14	5	10	4	3	4	6	4	7	10	2	6	2	2	5
ENSG00000110917	15	3	3	3	4	8	5	0	2	6	6	10	4	5	7	5	11	1	7	5	2	1	1	1	2	3	3	3	4	2	4	1	3	2	6	8	11	5	4	12	2	13	4	4	8	13	9	12	10	15	8	8	3	10	6	15	8	9	5	5	8	4	8	6	15	18	19	13	5	4	23	11	6	2	25	24	24	8	30	3	8	16	3	12	11	4	4	3	4	3	6	4	11	2	3	5	2	2
ENSG00000110921	2	1	5	0	3	5	6	0	1	1	6	2	1	1	2	1	7	3	1	2	3	1	1	3	1	2	2	2	4	1	2	1	2	4	6	21	20	8	13	18	2	1	1	18	4	7	8	17	9	13	21	3	2	2	6	8	3	4	4	4	4	3	1	2	2	10	11	3	3	2	7	4	4	1	3	16	4	3	10	1	4	4	2	6	2	2	8	6	3	3	1	3	3	2	2	3	1	4
ENSG00000110925	3	2	7	2	4	5	12	0	6	3	3	3	5	2	2	4	4	3	0	1	1	3	1	5	1	4	2	3	5	3	1	2	3	6	3	8	10	4	5	11	1	10	4	2	10	9	12	3	9	8	8	2	4	3	2	6	3	2	2	1	3	4	4	6	3	4	8	3	3	2	6	2	2	4	6	7	3	4	5	7	4	2	2	6	4	2	3	2	5	5	2	1	5	1	1	2	1	8
ENSG00000110931	9	19	2	0	1	8	2	0	1	7	8	6	5	2	5	3	10	5	13	2	1	2	2	3	2	3	3	4	4	3	5	2	2	4	11	10	17	6	6	7	5	12	5	11	14	16	12	11	14	20	11	8	4	5	10	5	3	3	3	4	7	5	6	10	7	5	21	26	10	1	5	9	13	5	13	16	11	6	20	7	7	22	3	3	5	2	3	5	1	0	5	3	25	5	4	4	6	7
ENSG00000110934	7	2	9	4	4	9	4	0	3	2	5	3	1	1	4	1	4	5	10	8	14	15	10	21	12	20	15	17	18	12	12	12	11	4	8	6	8	2	1	4	15	1	0	5	3	8	4	7	1	7	9	15	1	5	15	1	3	3	0	0	4	5	2	5	5	0	10	3	1	2	0	11	13	1	2	2	23	2	18	2	15	10	6	11	7	4	0	1	2	1	0	10	17	2	3	1	2	4
ENSG00000110944	6	2	4	4	4	13	3	0	1	4	4	4	5	4	5	9	6	2	6	4	5	5	4	9	4	16	5	9	9	10	3	4	6	2	12	17	23	13	9	15	5	3	3	2	12	11	12	12	7	8	12	5	1	2	4	2	6	6	2	1	1	2	4	3	3	1	8	3	2	3	6	5	3	1	2	13	5	3	7	4	6	4	1	4	5	2	2	4	2	2	1	4	25	3	3	5	2	2
ENSG00000110955	18	9	13	10	13	13	11	0	4	7	5	12	11	6	9	4	13	7	10	9	11	6	4	11	6	13	11	10	11	9	8	5	5	8	13	14	15	7	10	20	9	8	14	4	8	8	6	8	9	10	6	8	8	8	10	13	5	5	14	6	10	5	5	8	10	7	11	13	10	4	14	9	9	10	13	16	17	10	13	10	14	8	4	9	12	6	7	8	7	6	5	13	11	6	8	3	8	17
ENSG00000110958	10	6	3	5	2	15	6	0	1	7	9	4	18	4	4	4	10	4	12	4	7	9	4	8	2	14	4	6	10	6	4	2	5	6	11	11	13	7	5	13	5	4	5	5	5	8	6	7	5	6	3	12	7	3	5	9	7	11	14	7	6	4	3	4	4	3	11	9	7	2	15	10	7	5	5	10	17	8	16	3	4	9	6	6	9	7	8	4	4	3	3	16	17	2	4	4	6	5
ENSG00000110975	2	2	0	0	1	1	0	0	0	2	0	1	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	1	0	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000110987	3	3	1	5	7	2	7	0	0	7	1	1	5	0	0	4	6	2	0	15	1	2	0	7	1	2	1	1	0	1	6	0	3	2	11	21	18	14	5	6	1	3	10	4	11	9	11	11	8	13	10	7	2	1	13	4	4	4	10	4	6	1	9	19	2	4	13	5	13	0	7	9	5	4	11	17	7	8	6	2	12	6	4	25	1	2	2	9	4	6	2	4	0	4	0	9	5	8
ENSG00000111011	6	9	4	12	2	4	2	0	2	12	12	7	12	4	3	5	4	8	2	6	4	7	4	11	4	11	8	6	11	11	3	4	4	8	5	17	21	11	1	17	1	5	4	4	6	4	9	5	5	5	4	7	4	4	4	12	5	4	6	4	3	2	3	3	2	5	3	7	5	2	7	4	7	6	3	5	2	3	6	3	3	2	4	4	15	4	4	6	10	7	4	5	10	14	9	5	10	8
ENSG00000111012	9	5	3	8	2	3	3	0	4	5	4	3	6	5	5	4	12	4	7	6	8	12	10	12	7	9	11	9	7	10	11	8	7	4	11	15	27	7	6	14	7	4	7	6	9	10	8	7	8	12	9	11	3	4	8	6	7	6	10	3	4	4	7	8	7	6	16	8	11	4	7	7	7	5	5	16	11	4	13	5	18	8	4	11	9	4	6	7	3	3	3	8	8	4	4	7	4	6
ENSG00000111049	7	0	1	1	0	1	0	0	0	2	2	1	0	0	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	6	3	0	0	0	1	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	12	9	0	0	0	0	1	0	0	0	1	18	0	0	0	0	2	0	5	0	0	1	0	0	0	2	1	0	0	10	18	0	0	0	1	1	0	0	2
ENSG00000111052	3	3	0	5	1	3	0	0	0	3	3	1	2	3	2	2	1	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	3	1	1	3	1	3	1	7	1	4	1	1	2	1	1	2	1	1	1	2	10	9	0	2	2	1	1	0	1	4	2	4	1	1	2	1	2	2	2	4	2	1	2	0	0	6	2	0	0	0	5	0	0	0	1	0	9	1	2	0	4	3
ENSG00000111057	14	12	11	5	4	14	10	0	7	9	3	7	8	3	4	9	8	1	0	0	1	1	1	1	0	1	1	0	0	2	0	2	4	0	3	2	4	1	0	5	1	0	0	5	0	0	0	0	0	0	0	10	0	2	4	4	6	5	8	1	0	8	10	1	7	0	11	2	12	9	0	8	9	0	1	8	8	0	10	0	1	3	9	0	0	5	5	4	0	0	2	7	0	4	0	2	2	6
ENSG00000111058	11	17	0	2	2	7	0	0	1	9	8	6	1	6	8	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	4	2	0	1	0	6	6	5	3	6	3	2	3	6	4	2	4	2	2	0	5	3	0	2	2	1	2	0	1	6	6	13	3	1	10	2	2	3	5	6	3	2	3	0	1	4	0	0	0	1	9	1	0	0	1	0	0	1	0	0	2	4
ENSG00000111087	10	11	2	6	1	11	8	0	5	5	6	7	12	7	8	7	12	5	6	7	5	9	5	8	3	4	7	10	7	4	4	7	9	6	6	14	28	5	9	7	2	7	7	12	6	8	10	6	12	16	11	10	6	9	9	4	12	8	2	10	11	8	4	4	8	7	7	11	2	1	7	6	9	7	7	19	8	8	12	9	6	10	5	8	2	6	9	3	3	6	2	12	8	6	2	3	4	3
ENSG00000111110	14	8	3	7	0	9	2	0	0	6	3	6	0	2	11	3	6	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	4	2	2	3	3	7	1	2	1	2	17	16	14	15	18	18	15	3	0	1	0	0	3	3	6	1	3	3	2	1	1	1	3	3	2	0	3	2	1	0	1	3	1	1	4	0	3	1	1	2	0	2	4	0	1	2	0	3	5	0	0	0	0	1
ENSG00000111142	3	2	4	2	1	2	1	0	2	2	3	2	5	2	2	3	5	2	1	2	3	4	1	6	2	4	1	3	8	3	1	2	4	4	2	7	5	3	3	4	1	3	5	4	2	1	1	2	1	2	1	1	1	2	1	8	1	1	4	1	1	9	1	1	1	3	1	5	2	2	3	1	1	3	3	8	1	1	1	2	1	1	1	2	1	3	1	2	2	1	2	1	5	3	3	3	3	4
ENSG00000111144	6	2	3	3	2	4	0	0	0	3	1	1	5	1	3	4	5	2	15	10	5	6	4	4	5	4	6	4	4	7	6	2	2	4	3	4	6	6	1	5	2	3	1	4	4	7	3	3	4	5	6	7	2	5	9	8	4	5	2	4	3	3	6	5	5	7	17	4	6	0	5	4	5	1	6	5	10	3	12	2	9	17	2	3	4	3	2	5	3	3	4	3	18	2	3	3	4	5
